chromosome,position,absolute_pos,cumulative_recom_cnt,chromosome_arm 
Ca21chr1_C_albicans_SC5314,41256,41256,631,left
Ca21chr1_C_albicans_SC5314,44075,44075,583,left
Ca21chr1_C_albicans_SC5314,44496,44496,559,left
Ca21chr1_C_albicans_SC5314,44535,44535,540,left
Ca21chr1_C_albicans_SC5314,44569,44569,529,left
Ca21chr1_C_albicans_SC5314,44937,44937,512,left
Ca21chr1_C_albicans_SC5314,45168,45168,505,left
Ca21chr1_C_albicans_SC5314,45384,45384,497,left
Ca21chr1_C_albicans_SC5314,45678,45678,494,left
Ca21chr1_C_albicans_SC5314,46173,46173,438,left
Ca21chr1_C_albicans_SC5314,314760,314760,384,left
Ca21chr1_C_albicans_SC5314,318863,318863,383,left
Ca21chr1_C_albicans_SC5314,369699,369699,382,left
Ca21chr1_C_albicans_SC5314,369837,369837,381,left
Ca21chr1_C_albicans_SC5314,403612,403612,380,left
Ca21chr1_C_albicans_SC5314,404481,404481,379,left
Ca21chr1_C_albicans_SC5314,778755,778755,378,left
Ca21chr1_C_albicans_SC5314,779864,779864,377,left
Ca21chr1_C_albicans_SC5314,866635,866635,376,left
Ca21chr1_C_albicans_SC5314,868144,868144,357,left
Ca21chr1_C_albicans_SC5314,984853,984853,338,left
Ca21chr1_C_albicans_SC5314,985297,985297,337,left
Ca21chr1_C_albicans_SC5314,1021229,1021229,336,left
Ca21chr1_C_albicans_SC5314,1021267,1021267,335,left
Ca21chr1_C_albicans_SC5314,1021283,1021283,310,left
Ca21chr1_C_albicans_SC5314,1024524,1024524,284,left
Ca21chr1_C_albicans_SC5314,1025361,1025361,249,left
Ca21chr1_C_albicans_SC5314,1025568,1025568,227,left
Ca21chr1_C_albicans_SC5314,1053821,1053821,214,left
Ca21chr1_C_albicans_SC5314,1054920,1054920,210,left
Ca21chr1_C_albicans_SC5314,1078664,1078664,206,left
Ca21chr1_C_albicans_SC5314,1078815,1078815,205,left
Ca21chr1_C_albicans_SC5314,1087989,1087989,204,left
Ca21chr1_C_albicans_SC5314,1088061,1088061,203,left
Ca21chr1_C_albicans_SC5314,1218062,1218062,202,left
Ca21chr1_C_albicans_SC5314,1218086,1218086,201,left
Ca21chr1_C_albicans_SC5314,1218136,1218136,164,left
Ca21chr1_C_albicans_SC5314,1253780,1253780,126,left
Ca21chr1_C_albicans_SC5314,1255424,1255424,122,left
Ca21chr1_C_albicans_SC5314,1256260,1256260,103,left
Ca21chr1_C_albicans_SC5314,1256266,1256266,99,left
Ca21chr1_C_albicans_SC5314,1256268,1256268,93,left
Ca21chr1_C_albicans_SC5314,1256296,1256296,64,left
Ca21chr1_C_albicans_SC5314,1256301,1256301,63,left
Ca21chr1_C_albicans_SC5314,1256318,1256318,61,left
Ca21chr1_C_albicans_SC5314,1256480,1256480,30,left
Ca21chr1_C_albicans_SC5314,1256482,1256482,29,left
Ca21chr1_C_albicans_SC5314,1523274,1523274,2,left
Ca21chr1_C_albicans_SC5314,1523695,1523695,1,left
Ca21chr1_C_albicans_SC5314,1564502,1564502,0,left
Ca21chr1_C_albicans_SC5314,1564502,1564502,0,right
Ca21chr1_C_albicans_SC5314,1619835,1619835,2,right
Ca21chr1_C_albicans_SC5314,1620699,1620699,4,right
Ca21chr1_C_albicans_SC5314,1631057,1631057,63,right
Ca21chr1_C_albicans_SC5314,1631065,1631065,67,right
Ca21chr1_C_albicans_SC5314,1631069,1631069,72,right
Ca21chr1_C_albicans_SC5314,1631072,1631072,73,right
Ca21chr1_C_albicans_SC5314,1639156,1639156,132,right
Ca21chr1_C_albicans_SC5314,1808031,1808031,186,right
Ca21chr1_C_albicans_SC5314,1809371,1809371,240,right
Ca21chr1_C_albicans_SC5314,1902458,1902458,294,right
Ca21chr1_C_albicans_SC5314,1905792,1905792,348,right
Ca21chr1_C_albicans_SC5314,1940140,1940140,349,right
Ca21chr1_C_albicans_SC5314,1942813,1942813,350,right
Ca21chr1_C_albicans_SC5314,1985725,1985725,386,right
Ca21chr1_C_albicans_SC5314,1986676,1986676,422,right
Ca21chr1_C_albicans_SC5314,2006507,2006507,444,right
Ca21chr1_C_albicans_SC5314,2006517,2006517,456,right
