chromosome,position,absolute_pos,cumulative_recom_cnt,chromosome_arm 
Ca21chr1_C_albicans_SC5314,36988,36988,2288,left
Ca21chr1_C_albicans_SC5314,37219,37219,2273,left
Ca21chr1_C_albicans_SC5314,37222,37222,2272,left
Ca21chr1_C_albicans_SC5314,37229,37229,2236,left
Ca21chr1_C_albicans_SC5314,37230,37230,2235,left
Ca21chr1_C_albicans_SC5314,37235,37235,2234,left
Ca21chr1_C_albicans_SC5314,37236,37236,2216,left
Ca21chr1_C_albicans_SC5314,41256,41256,2180,left
Ca21chr1_C_albicans_SC5314,44075,44075,2140,left
Ca21chr1_C_albicans_SC5314,44496,44496,2114,left
Ca21chr1_C_albicans_SC5314,44535,44535,2105,left
Ca21chr1_C_albicans_SC5314,44569,44569,2090,left
Ca21chr1_C_albicans_SC5314,44937,44937,2052,left
Ca21chr1_C_albicans_SC5314,45168,45168,2035,left
Ca21chr1_C_albicans_SC5314,45384,45384,2018,left
Ca21chr1_C_albicans_SC5314,45675,45675,2006,left
Ca21chr1_C_albicans_SC5314,45678,45678,2005,left
Ca21chr1_C_albicans_SC5314,46173,46173,1971,left
Ca21chr1_C_albicans_SC5314,130397,130397,1940,left
Ca21chr1_C_albicans_SC5314,132282,132282,1937,left
Ca21chr1_C_albicans_SC5314,133617,133617,1934,left
Ca21chr1_C_albicans_SC5314,141535,141535,1931,left
Ca21chr1_C_albicans_SC5314,143818,143818,1926,left
Ca21chr1_C_albicans_SC5314,146871,146871,1921,left
Ca21chr1_C_albicans_SC5314,148710,148710,1915,left
Ca21chr1_C_albicans_SC5314,157381,157381,1914,left
Ca21chr1_C_albicans_SC5314,157876,157876,1911,left
Ca21chr1_C_albicans_SC5314,163680,163680,1908,left
Ca21chr1_C_albicans_SC5314,163830,163830,1905,left
Ca21chr1_C_albicans_SC5314,164050,164050,1902,left
Ca21chr1_C_albicans_SC5314,164612,164612,1899,left
Ca21chr1_C_albicans_SC5314,168287,168287,1896,left
Ca21chr1_C_albicans_SC5314,173638,173638,1886,left
Ca21chr1_C_albicans_SC5314,173646,173646,1885,left
Ca21chr1_C_albicans_SC5314,211962,211962,1876,left
Ca21chr1_C_albicans_SC5314,212017,212017,1874,left
Ca21chr1_C_albicans_SC5314,223901,223901,1872,left
Ca21chr1_C_albicans_SC5314,224033,224033,1871,left
Ca21chr1_C_albicans_SC5314,231774,231774,1870,left
Ca21chr1_C_albicans_SC5314,232215,232215,1869,left
Ca21chr1_C_albicans_SC5314,294533,294533,1868,left
Ca21chr1_C_albicans_SC5314,296381,296381,1834,left
Ca21chr1_C_albicans_SC5314,296383,296383,1831,left
Ca21chr1_C_albicans_SC5314,296820,296820,1801,left
Ca21chr1_C_albicans_SC5314,326212,326212,1747,left
Ca21chr1_C_albicans_SC5314,326428,326428,1746,left
Ca21chr1_C_albicans_SC5314,345057,345057,1745,left
Ca21chr1_C_albicans_SC5314,345576,345576,1744,left
Ca21chr1_C_albicans_SC5314,353226,353226,1743,left
Ca21chr1_C_albicans_SC5314,354359,354359,1709,left
Ca21chr1_C_albicans_SC5314,356997,356997,1674,left
Ca21chr1_C_albicans_SC5314,369699,369699,1670,left
Ca21chr1_C_albicans_SC5314,370597,370597,1669,left
Ca21chr1_C_albicans_SC5314,370957,370957,1665,left
Ca21chr1_C_albicans_SC5314,371035,371035,1663,left
Ca21chr1_C_albicans_SC5314,376443,376443,1662,left
Ca21chr1_C_albicans_SC5314,378475,378475,1660,left
Ca21chr1_C_albicans_SC5314,386299,386299,1658,left
Ca21chr1_C_albicans_SC5314,403172,403172,1657,left
Ca21chr1_C_albicans_SC5314,441377,441377,1656,left
Ca21chr1_C_albicans_SC5314,441626,441626,1655,left
Ca21chr1_C_albicans_SC5314,446938,446938,1654,left
Ca21chr1_C_albicans_SC5314,467751,467751,1653,left
Ca21chr1_C_albicans_SC5314,467829,467829,1651,left
Ca21chr1_C_albicans_SC5314,472023,472023,1649,left
Ca21chr1_C_albicans_SC5314,472202,472202,1645,left
Ca21chr1_C_albicans_SC5314,482684,482684,1641,left
Ca21chr1_C_albicans_SC5314,484703,484703,1631,left
Ca21chr1_C_albicans_SC5314,489664,489664,1621,left
Ca21chr1_C_albicans_SC5314,497574,497574,1620,left
Ca21chr1_C_albicans_SC5314,498207,498207,1561,left
Ca21chr1_C_albicans_SC5314,525359,525359,1502,left
Ca21chr1_C_albicans_SC5314,529293,529293,1501,left
Ca21chr1_C_albicans_SC5314,545559,545559,1500,left
Ca21chr1_C_albicans_SC5314,546134,546134,1499,left
Ca21chr1_C_albicans_SC5314,557722,557722,1498,left
Ca21chr1_C_albicans_SC5314,558530,558530,1489,left
Ca21chr1_C_albicans_SC5314,568674,568674,1480,left
Ca21chr1_C_albicans_SC5314,568703,568703,1464,left
Ca21chr1_C_albicans_SC5314,568937,568937,1447,left
Ca21chr1_C_albicans_SC5314,569177,569177,1446,left
Ca21chr1_C_albicans_SC5314,571420,571420,1443,left
Ca21chr1_C_albicans_SC5314,639243,639243,1440,left
Ca21chr1_C_albicans_SC5314,642014,642014,1437,left
Ca21chr1_C_albicans_SC5314,665130,665130,1434,left
Ca21chr1_C_albicans_SC5314,665475,665475,1433,left
Ca21chr1_C_albicans_SC5314,667267,667267,1432,left
Ca21chr1_C_albicans_SC5314,667701,667701,1422,left
Ca21chr1_C_albicans_SC5314,711295,711295,1412,left
Ca21chr1_C_albicans_SC5314,714810,714810,1406,left
Ca21chr1_C_albicans_SC5314,838813,838813,1400,left
Ca21chr1_C_albicans_SC5314,838879,838879,1397,left
Ca21chr1_C_albicans_SC5314,859143,859143,1394,left
Ca21chr1_C_albicans_SC5314,859256,859256,1390,left
Ca21chr1_C_albicans_SC5314,870654,870654,1386,left
Ca21chr1_C_albicans_SC5314,878280,878280,1385,left
Ca21chr1_C_albicans_SC5314,885756,885756,1384,left
Ca21chr1_C_albicans_SC5314,885875,885875,1366,left
Ca21chr1_C_albicans_SC5314,885905,885905,1355,left
Ca21chr1_C_albicans_SC5314,885967,885967,1354,left
Ca21chr1_C_albicans_SC5314,940834,940834,1348,left
Ca21chr1_C_albicans_SC5314,941018,941018,1347,left
Ca21chr1_C_albicans_SC5314,947389,947389,1346,left
Ca21chr1_C_albicans_SC5314,948891,948891,1340,left
Ca21chr1_C_albicans_SC5314,948896,948896,1335,left
Ca21chr1_C_albicans_SC5314,948913,948913,1315,left
Ca21chr1_C_albicans_SC5314,948921,948921,1310,left
Ca21chr1_C_albicans_SC5314,948928,948928,1307,left
Ca21chr1_C_albicans_SC5314,948936,948936,1304,left
Ca21chr1_C_albicans_SC5314,989400,989400,1262,left
Ca21chr1_C_albicans_SC5314,990624,990624,1256,left
Ca21chr1_C_albicans_SC5314,997805,997805,1250,left
Ca21chr1_C_albicans_SC5314,998105,998105,1240,left
Ca21chr1_C_albicans_SC5314,1021229,1021229,1230,left
Ca21chr1_C_albicans_SC5314,1021267,1021267,1229,left
Ca21chr1_C_albicans_SC5314,1021663,1021663,1187,left
Ca21chr1_C_albicans_SC5314,1021698,1021698,1152,left
Ca21chr1_C_albicans_SC5314,1022257,1022257,1146,left
Ca21chr1_C_albicans_SC5314,1022702,1022702,1142,left
Ca21chr1_C_albicans_SC5314,1023272,1023272,1098,left
Ca21chr1_C_albicans_SC5314,1024524,1024524,1054,left
Ca21chr1_C_albicans_SC5314,1025258,1025258,1048,left
Ca21chr1_C_albicans_SC5314,1025334,1025334,1023,left
Ca21chr1_C_albicans_SC5314,1025339,1025339,1022,left
Ca21chr1_C_albicans_SC5314,1025354,1025354,1014,left
Ca21chr1_C_albicans_SC5314,1025361,1025361,1008,left
Ca21chr1_C_albicans_SC5314,1076898,1076898,962,left
Ca21chr1_C_albicans_SC5314,1077113,1077113,928,left
Ca21chr1_C_albicans_SC5314,1077115,1077115,927,left
Ca21chr1_C_albicans_SC5314,1077121,1077121,917,left
Ca21chr1_C_albicans_SC5314,1077151,1077151,902,left
Ca21chr1_C_albicans_SC5314,1077176,1077176,867,left
Ca21chr1_C_albicans_SC5314,1077371,1077371,850,left
Ca21chr1_C_albicans_SC5314,1078007,1078007,843,left
Ca21chr1_C_albicans_SC5314,1078664,1078664,836,left
Ca21chr1_C_albicans_SC5314,1078815,1078815,835,left
Ca21chr1_C_albicans_SC5314,1087989,1087989,834,left
Ca21chr1_C_albicans_SC5314,1088061,1088061,833,left
Ca21chr1_C_albicans_SC5314,1088124,1088124,831,left
Ca21chr1_C_albicans_SC5314,1089928,1089928,830,left
Ca21chr1_C_albicans_SC5314,1090774,1090774,827,left
Ca21chr1_C_albicans_SC5314,1095928,1095928,824,left
Ca21chr1_C_albicans_SC5314,1097151,1097151,816,left
Ca21chr1_C_albicans_SC5314,1097166,1097166,806,left
Ca21chr1_C_albicans_SC5314,1099184,1099184,802,left
Ca21chr1_C_albicans_SC5314,1101105,1101105,797,left
Ca21chr1_C_albicans_SC5314,1161996,1161996,792,left
Ca21chr1_C_albicans_SC5314,1162919,1162919,775,left
Ca21chr1_C_albicans_SC5314,1217929,1217929,758,left
Ca21chr1_C_albicans_SC5314,1218086,1218086,757,left
Ca21chr1_C_albicans_SC5314,1218121,1218121,744,left
Ca21chr1_C_albicans_SC5314,1218136,1218136,733,left
Ca21chr1_C_albicans_SC5314,1218190,1218190,707,left
Ca21chr1_C_albicans_SC5314,1218603,1218603,702,left
Ca21chr1_C_albicans_SC5314,1219501,1219501,659,left
Ca21chr1_C_albicans_SC5314,1219504,1219504,656,left
Ca21chr1_C_albicans_SC5314,1219516,1219516,645,left
Ca21chr1_C_albicans_SC5314,1223863,1223863,610,left
Ca21chr1_C_albicans_SC5314,1224712,1224712,595,left
